"region","kjønn","alder","yrke","Lønnstakere 2018"
"0912 Vegårshei (-2019)","Begge kjønn","15-74 år","7 Håndverkere",141
"0912 Vegårshei (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",90
"0912 Vegårshei (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",66
"0914 Tvedestrand (-2019)","Begge kjønn","15-74 år","1 Ledere",218
"0914 Tvedestrand (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",495
"0914 Tvedestrand (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",269
"0914 Tvedestrand (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",143
"0914 Tvedestrand (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",671
"0914 Tvedestrand (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",12
"0914 Tvedestrand (-2019)","Begge kjønn","15-74 år","7 Håndverkere",295
"0914 Tvedestrand (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",234
"0914 Tvedestrand (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",151
"0919 Froland (-2019)","Begge kjønn","15-74 år","1 Ledere",189
"0919 Froland (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",445
"0919 Froland (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",303
"0919 Froland (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",144
"0919 Froland (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",709
"0919 Froland (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",18
"0919 Froland (-2019)","Begge kjønn","15-74 år","7 Håndverkere",349
"0919 Froland (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",255
"0919 Froland (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",210
"0926 Lillesand (-2019)","Begge kjønn","15-74 år","1 Ledere",446
"0926 Lillesand (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",1159
"0926 Lillesand (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",737
"0926 Lillesand (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",376
"0926 Lillesand (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1109
"0926 Lillesand (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",24
"0926 Lillesand (-2019)","Begge kjønn","15-74 år","7 Håndverkere",466
"0926 Lillesand (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",355
"0926 Lillesand (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",232
"0928 Birkenes (-2019)","Begge kjønn","15-74 år","1 Ledere",157
"0928 Birkenes (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",368
"0928 Birkenes (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",285
"0928 Birkenes (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",121
"0928 Birkenes (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",558
"0928 Birkenes (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",22
"0928 Birkenes (-2019)","Begge kjønn","15-74 år","7 Håndverkere",310
"0928 Birkenes (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",405
"0928 Birkenes (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",139
"0929 Åmli (-2019)","Begge kjønn","15-74 år","1 Ledere",65
"0929 Åmli (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",133
"0929 Åmli (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",87
"0929 Åmli (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",34
"0929 Åmli (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",167
"0929 Åmli (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",9
"0929 Åmli (-2019)","Begge kjønn","15-74 år","7 Håndverkere",83
"0929 Åmli (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",124
"0929 Åmli (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",47
"0935 Iveland (-2019)","Begge kjønn","15-74 år","1 Ledere",30
"0935 Iveland (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",87
"0935 Iveland (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",59
"0935 Iveland (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",35
"0935 Iveland (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",152
"0935 Iveland (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",6
"0935 Iveland (-2019)","Begge kjønn","15-74 år","7 Håndverkere",89
"0935 Iveland (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",73
"0935 Iveland (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",34
"0937 Evje og Hornnes (-2019)","Begge kjønn","15-74 år","1 Ledere",134
"0937 Evje og Hornnes (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",256
"0937 Evje og Hornnes (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",165
"0937 Evje og Hornnes (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",97
"0937 Evje og Hornnes (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",440
"0937 Evje og Hornnes (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",10
"0937 Evje og Hornnes (-2019)","Begge kjønn","15-74 år","7 Håndverkere",190
"0937 Evje og Hornnes (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",139
"0937 Evje og Hornnes (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",121
"0938 Bygland (-2019)","Begge kjønn","15-74 år","1 Ledere",42
"0938 Bygland (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",106
"0938 Bygland (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",63
"0938 Bygland (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",25
"0938 Bygland (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",115
"0938 Bygland (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",3
"0938 Bygland (-2019)","Begge kjønn","15-74 år","7 Håndverkere",48
"0938 Bygland (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",54
"0938 Bygland (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",26
"0940 Valle (-2019)","Begge kjønn","15-74 år","1 Ledere",41
"0940 Valle (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",103
"0940 Valle (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",52
"0940 Valle (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",36
"0940 Valle (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",116
"0940 Valle (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",6
"0940 Valle (-2019)","Begge kjønn","15-74 år","7 Håndverkere",82
"0940 Valle (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",55
"0940 Valle (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",32
"0941 Bykle (-2019)","Begge kjønn","15-74 år","1 Ledere",52
"0941 Bykle (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",103
"0941 Bykle (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",48
"0941 Bykle (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",43
"0941 Bykle (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",135
"0941 Bykle (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",3
"0941 Bykle (-2019)","Begge kjønn","15-74 år","7 Håndverkere",58
"0941 Bykle (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",51
"0941 Bykle (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",42
"1001 Kristiansand (-2019)","Begge kjønn","15-74 år","1 Ledere",3769
"1001 Kristiansand (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",10725
"1001 Kristiansand (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",7346
"1001 Kristiansand (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",3035
"1001 Kristiansand (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",10633
"1001 Kristiansand (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",51
"1001 Kristiansand (-2019)","Begge kjønn","15-74 år","7 Håndverkere",2951
"1001 Kristiansand (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",2005
"1001 Kristiansand (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",1951
"1002 Mandal (-2019)","Begge kjønn","15-74 år","1 Ledere",571
"1002 Mandal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",1460
"1002 Mandal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",977
"1002 Mandal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",313
"1002 Mandal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1748
"1002 Mandal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",43
"1002 Mandal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",775
"1002 Mandal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",573
"1002 Mandal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",355
"1003 Farsund (-2019)","Begge kjønn","15-74 år","1 Ledere",296
"1003 Farsund (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",718
"1003 Farsund (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",451
"1003 Farsund (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",236
"1003 Farsund (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1146
"1003 Farsund (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",49
"1003 Farsund (-2019)","Begge kjønn","15-74 år","7 Håndverkere",535
"1003 Farsund (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",697
"1003 Farsund (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",303
"1004 Flekkefjord (-2019)","Begge kjønn","15-74 år","1 Ledere",308
"1004 Flekkefjord (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",844
"1004 Flekkefjord (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",500
"1004 Flekkefjord (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",222
"1004 Flekkefjord (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1103
"1004 Flekkefjord (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",67
"1004 Flekkefjord (-2019)","Begge kjønn","15-74 år","7 Håndverkere",504
"1004 Flekkefjord (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",311
"1004 Flekkefjord (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",210
"1014 Vennesla (-2019)","Begge kjønn","15-74 år","1 Ledere",455
"1014 Vennesla (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",1023
"1014 Vennesla (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",930
"1014 Vennesla (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",476
"1014 Vennesla (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1774
"1014 Vennesla (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",42
"1014 Vennesla (-2019)","Begge kjønn","15-74 år","7 Håndverkere",955
"1014 Vennesla (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",637
"1014 Vennesla (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",417
"1017 Songdalen (-2019)","Begge kjønn","15-74 år","1 Ledere",200
"1017 Songdalen (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",435
"1017 Songdalen (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",372
"1017 Songdalen (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",247
"1017 Songdalen (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",755
"1017 Songdalen (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",19
"1017 Songdalen (-2019)","Begge kjønn","15-74 år","7 Håndverkere",409
"1017 Songdalen (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",329
"1017 Songdalen (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",223
"1018 Søgne (-2019)","Begge kjønn","15-74 år","1 Ledere",472
"1018 Søgne (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",1059
"1018 Søgne (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",776
"1018 Søgne (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",378
"1018 Søgne (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1239
"1018 Søgne (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",23
"1018 Søgne (-2019)","Begge kjønn","15-74 år","7 Håndverkere",653
"1018 Søgne (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",343
"1018 Søgne (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",253
"1021 Marnardal (-2019)","Begge kjønn","15-74 år","1 Ledere",59
"1021 Marnardal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",155
"1021 Marnardal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",109
"1021 Marnardal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",38
"1021 Marnardal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",270
"1021 Marnardal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",19
"1021 Marnardal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",145
"1021 Marnardal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",123
"1021 Marnardal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",57
"1026 Åseral (-2019)","Begge kjønn","15-74 år","1 Ledere",22
"1026 Åseral (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",70
"1026 Åseral (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",57
"1026 Åseral (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",22
"1026 Åseral (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",89
"1026 Åseral (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",13
"1026 Åseral (-2019)","Begge kjønn","15-74 år","7 Håndverkere",62
"1026 Åseral (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",49
"1026 Åseral (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",51
"1027 Audnedal (-2019)","Begge kjønn","15-74 år","1 Ledere",51
"1027 Audnedal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",157
"1027 Audnedal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",94
"1027 Audnedal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",39
"1027 Audnedal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",182
"1027 Audnedal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",10
"1027 Audnedal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",142
"1027 Audnedal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",72
"1027 Audnedal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",52
"1029 Lindesnes (-2019)","Begge kjønn","15-74 år","1 Ledere",136
"1029 Lindesnes (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",325
"1029 Lindesnes (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",271
"1029 Lindesnes (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",114
"1029 Lindesnes (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",529
"1029 Lindesnes (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",30
"1029 Lindesnes (-2019)","Begge kjønn","15-74 år","7 Håndverkere",268
"1029 Lindesnes (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",281
"1029 Lindesnes (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",150
"1032 Lyngdal (-2019)","Begge kjønn","15-74 år","1 Ledere",284
"1032 Lyngdal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",644
"1032 Lyngdal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",424
"1032 Lyngdal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",232
"1032 Lyngdal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1118
"1032 Lyngdal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",28
"1032 Lyngdal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",421
"1032 Lyngdal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",489
"1032 Lyngdal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",229
"1034 Hægebostad (-2019)","Begge kjønn","15-74 år","1 Ledere",49
"1034 Hægebostad (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",146
"1034 Hægebostad (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",80
"1034 Hægebostad (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",32
"1034 Hægebostad (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",187
"1034 Hægebostad (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",15
"1034 Hægebostad (-2019)","Begge kjønn","15-74 år","7 Håndverkere",151
"1034 Hægebostad (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",76
"1034 Hægebostad (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",70
"1037 Kvinesdal (-2019)","Begge kjønn","15-74 år","1 Ledere",194
"1037 Kvinesdal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",418
"1037 Kvinesdal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",287
"1037 Kvinesdal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",128
"1037 Kvinesdal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",750
"1037 Kvinesdal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",26
"1037 Kvinesdal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",384
"1037 Kvinesdal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",312
"1037 Kvinesdal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",189
"1046 Sirdal (-2019)","Begge kjønn","15-74 år","1 Ledere",65
"1046 Sirdal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",155
"1046 Sirdal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",93
"1046 Sirdal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",46
"1046 Sirdal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",218
"1046 Sirdal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",8
"1046 Sirdal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",113
"1046 Sirdal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",83
"1046 Sirdal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",75
"1101 Eigersund","Begge kjønn","15-74 år","1 Ledere",529
"1101 Eigersund","Begge kjønn","15-74 år","2 Akademiske yrker",1186
"1101 Eigersund","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",1114
"1101 Eigersund","Begge kjønn","15-74 år","4 Kontoryrker",333
"1101 Eigersund","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1733
"1101 Eigersund","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",65
"1101 Eigersund","Begge kjønn","15-74 år","7 Håndverkere",941
"1101 Eigersund","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",653
